,content,lable
272,모든 수수료 100만원 이하로 하고 개인 거래 서류 등을 동사무소 에서 할 수 있도록 해야 한다,1
273,생각보다 너무 재밌었네용ㅎ,1
274,김희철 * 민경훈 (아는 형님) = 워터스포츠웨어 브랜드 미 스 트 랄,1
275,왜 슬프게 간 설리를 또 꺼내서 또 화두에 오르게 하나. 이슈로 화두가 되어 돈된다면 부모 고 타인이고 저렇게 가만히 두질 않으니.. 설리가 너무 안쓰럽고 슬프네요. 진짜 아낀다면 조용히 미안한 마음 담고 사셨어야지,1
276,지디 얼굴이 변했네요 부어도 보이고...,1
277,폐지가 답 전현무 꼴 베기 싫어,0
278,박민영은 ... 드라마 찍을 때마다 스캔들 나,1
279,현빈 눈빛 너무 안 좋네...,1
280,개돼지 대구민들 ㅜㅜ,0
281,반고 정 가즈아 나래 사장님 집밥 에 피 나왔음 해요 ㅜㅜ 기석이 힘내랏,1
282,차라리 그 돈으로 쌀이나 한 포대씩 줘요,1
283,네 다음 반일 국뽕 폭도,0
284,ㅋㅋㅋ으이 그... 진짜 정신병자들 많다,0
285,저런 놈년들 안 봤으면 한다,0
286,일 베 좌파임.,0
287,다애미 뒤진 새끼들이라 그래,0
288,예전이나 외모가 똑같네. . .,1
289,이색히 들은 코로나 종식했다 더 구만..짱 개발 인천행 뱅기에 탑승한 짱 개가 한국와서 우한 폐렴 확진 받았으니..,0
290,마약 중독에 성형중독에... 휴,0
291,차판다고 하지 아노았나..,1
292,MBC 이제는 폐업할 때 . 좌빨의 선동만이 남아 있는 쓰레기 .,0
293,앗 페트리 결혼 했었나요? ㅎㅎ 축하드려 요,1
294,어떻게 하면 저렇게 잘생길 수가 있지?,1
295,못생겼으니 옷이라도 뻘겋게 입고 뻘건살 내놔야지 근데 극혐,0
296,이미 멋있는데. 아빠 되니 또 한 단계 업그레이드 되겠네요. 넘 축하드리고. 기대됩니다. 제이 왑 피 쥬니어,1
297,지 22럴 하네 남자가 봐도 심각?? 메갈련들이 겟지 아님 기생충 박사 같은 부류거나,0
298,개소리하면서 도망가지 말고 근거 가져와 씨 발 새끼야 ㅋㅋㅎㅋㅋ,0
299,송혜교는 예쁜데 댓글이 너무 인위적이라 보니까 30-40대 비율 ㅋㅋ 역시 나이 많은 여자는 나이 많은 여자 보고 예쁘다 하는구나,0
300,화나 고 짜증 날 일이지 마음의 상처로.. 뒤 끝 길구나.. 뭐 얼마나 큰 피해를 봤길래,1
301,김구라 범죄자 모습 같어,0
302,계속 제 잘난 맛에 사니 그렇지. 언젠가 크게 걸릴 거야. 비싼 넌 일반인은 싸구려 기성복으로 보일테지. ''싼 게 비지떡이예요.'',0
303,ㄹㅇ 똑같은 업무지시를 해도 사람 진짜 존 나 빡치게 만드는 재주가 있음,0
304,에효.. 니 직장이나 스와프해라 빙 시나. 쪽 팔려 어디 앞으로 글이나 써지겠냐. 종양이면 좃선이나 동악일 보랑 스와 프하면 되겠네. ㅉㅉ,0
305,혜경궁은 그냥 말만함. 실천을 안함 언론에 홍보비 주고 언플은 ㅈㄴ함,0
306,김종민 도입부 오지네.. 너무 잘 부르고 어울림,1
307,상호 행님... 설마 이 싸움 때문에 인력사무소에서 일하는 건가,1
308,현상만 보지 말고 의도를 파악해야지....당신이 티비 나와서 저질 농담해도 나쁜 의도가 없다는 것을 알기에 굳이 문제 삼지 않는 것처럼...,1
309,이걸 6회나 봐야 한다니.......,1
310,잉 잠이 안와ㅜㅜ 낼 출근 망했다,1
311,역시 조보아~~!! 역시 마인드 하나는 최고야!!,1
312,이 정도면 드라마가 아니라 블럭 버스터급 영화~~ 왠 쥐 베본 2가 나올지도.,1
313,연기 대상 못 타니 연예 대상 노리시는 분,0
314,여자 팔자 뒤 웅박 팔자,0
315,참고로 여기서 매달리면 조 온 나 씨 발되는 거임 많은 찐 따들이 여기서 멈추질 못하고 존 나 들이 대다가 이 불킥거리를 만드는 거다. 난 다르다고 생각하지마. 열 번 찍으면 되는 나무가 아니라 바위산 이야. 얼른 손 떼고 딴년한테 들이 대라. 과거 나에게 외치는 심정이다.,0
316,핀란드가 도대체 어디 있어? 그냥 핀란드 풍이라면 핀란드냐? 핀란드 스키 부대 하 강하면서 개머리판으로 이 기 자새끼 인 중을 치고 싶다.,0
317,현실성도 없고 티비 보고 그런 뚱보 짜리 몽땅을 보고 농염 하다 생각 할 남자면 지 마누라를 하루밤에 열 번 한 다‼️‼️‼️‼️‼️‼️‼️‼️,0
318,얼음물 맞고 기부들도 하는지 모르겠네요. 건물 지을 기부금을 모으기 위해 하는 건데 그냥 물만 맞고 말면 도대체 돈은 누가 내는지...,1
319,이국종 도 지난번에 욕처 먹을 짓 했잖아 이재명 탄원서 제출한 거 ㅋㅋㅋ난 그거 보고 아 저분도 그짝이겠다 싶었다,0
320,소진이 왜 여기 있어...?,1
321,일반 국민들은 의료정책이 뭐가 잘못된 것인지 정확히 모릅니다. 당장 현재의 문제만이 아니라 10년 20년 후에 어떻게 될 것인가도. 생각해야 합니다. 내년에 당장 의사가 배출 안 돼면 공중보건의 군의관 전공의들이 부족하여 정부와 병원이 어려움을 겪게 됩니다. 정부도 여론 때문에 어렵다는 얘기는 말이 안 됩니다. 정말 나라의 안전을 위한다면 어떻게 해야 옳은  것인지 판단해서 시행해야 합니다. 정책을 여론몰이로 해서는 않됩니다.,1
322,댓들마다 아직도 일진설 믿고 있는 사람들 넘 많네 ㅋㅋㅋ 지금 이 2010년도 도 아니고. 언제까지 그 시대에 매달리며 살래??,1
323,멤버 한 명 한 명 극한의 컨셉 충들ㅋㅋ 정형돈 살균제 뿌리는 거진 짴ㅋㅋㅋ,1
324,최정훈 도 꼭 퇴 출시켜주세요 잔나비 잔챙이 보컬 퇴출 운동 시작합시다 !,0
325,정말 유익한 다큐였어요 제작하신 분들께 감사합니다.,1
326,내용이 야 웹툰으로 증명이 됐지만 캐릭터 움직임이 뚝뚝 끊겨서 몰입 방해 애니화는 실패,1
327,저 위에 추잡한 것 한 놈과 한 년 사진 내려라,0
328,친구들이 가짜 사나이 학교에서 이야기하는데 아무것도 모르겠어서 보러 왔습니다,1
329,ㅇㅈㅋㅋ 속으로는 ㅈㄴ게 찔리는 일 게 이들인데,0
330,....한국적인 미인의 대표적인 분... 너무나 곱고 아름다운 모습...그 모습 뒤의 슬픔을 미 처 알지 못했네요ㅠ,1
331,누군가는 똥을 쳐야 하고 내가 치기 싫으니까 똥치는 사람 배려해주자 하면 될 걸 존 나 어렵게 써놓았노 전국의 분뇨 관련 종사자들이 들 고 일어나면 온 국토가 똥 바다 되는 거지,0
332,당직병을 쑤시면 황희만 바보 되는 거 아니냐? 열심히 쑤셔라 문슬람. 역시 지능이 그 수준이냐?,0
333,전기세를 감면 해달라고~ 여름에 주구장 창 집에 있으면서 돌린 에어컨비... 좀 깎아주 셈. 전기세 할인해줘 봐라. 말 안 해도 알아서들 집에 있지...,1
334,생긴 것도 참 드릅게 생깃네,0
335,문재인 대통령님이 계시는 대한민국에 빌 붙어 사는 걸 축복 받은 줄 알고 살아라 ~ 수구꼴통들아 ㅋㅋ 이런다고 공수처 설치 반대 정권교체가 된다고 보냐?? 꿈이야 꿈 😁😁 분수를 알아야 쥐~감히 어디서 푸하하하,0
336,네 다음 시청률 꼴쮜~!,1
337,좌빨 인증하네 ㅉㅉ,0
338,진한 화장 화려한 외모 거부합니다. 탈 코르셋 운동 동참하지 않는 모든 여자 연예인들 불매합니다.,0
339,악마 같은 쥐 새끼들,0
340,대한민국은 김치녀들 입김이 너무 세다,0
341,느낌상 변 소장 같음 반전으로 갈라면,1
342,이 무슨 여기가 80년대 초 조선이냐? 무슨 말 같지도 않은 소릴 하냐! ㅆ ㅂ 같잖아서,0
343,나라가 온통 재앙이 다 기 생충 빨갱이 앵벌이 천국이 다 박근혜 대통령 때는 이 정도는 아닌데 한 마디로 개판이다,0
344,그러니까 살찐 거 컴플이라고 개솔찍찍 하지마 살 찐 여자들 아 키 작은 거랑 머리 빠지는 거 노력 1도 못하는 그런 게 진짜 컴플이지,0
345,승리 1승.. 승리는 최소한 약은 안했따,1
346,잘 생긴 건가? 그냥 호감형이지... 몸매도 좋은,1
347,베컴은 저런 딸 낳아준 빅토리아 베컴이랑 사이더 좋아졌을 듯 상상이 안 갈 듯 막내딸 없는 세상이 ㅡ 너무 귀엽다..,1
348,붐이 ㅜ 왜 ㅜ 욕먹는지 모르겟어. 범법자도 아니고 열 심열심히 사는 거 같아 멋진디,1
349,박하선 씨 얼굴도 보이는 듯해요 귀엽고 노래도 잘하고 화이팅~,1
350,정말 거지 같은 인간들이 다 사실을 왜 자꾸 어 거지인지.. 피해망상인가? 민주당 이것밖엔 안 되었나? 전 정부나 현 정부나.. 국민들 위하는 것들은 없다지 네들 권력 맛만 알지... 쓰레기들,0
351,또 중간에 말꼬리 짤라서 ... 무식쟁이들 흥분시킬려고 ZR 한 다 조 센 찌라시... 마지막 수단으로 살아볼려 고 고금리에 손을 대는 열 시 미 살아온 영세민들을 보호해보자는 거자나~~ 국가 존재 목적이자나~~공정경제 고 시ㅂㅅ꺄~,0
352,맞는 말했구만 근데 용접은 뭐 쉬운 줄 아나? 7등급 이하 머가리가 용접하면 파이프 터져 철 아작나 고 ㅋㅋㅋ글고 말은 똑바로 하자 7등급 이 하 머가리가 먼 수로 호주가 서 영어하냐? 바디 토킹으로??,0
353,힘내세요. 저 두 이틀 전 사촌 오빠를 보내고 왔는데 맘이 추스려지지 않내요,1
354,잘생긴 육성 재 대신 팬들을 위해 니가 군대 두 번 가는 건 어떻니?,0
355,친일 앞잡이매국당 놈들이지머.,0
356,뭔가 손발 안 맞는 용병들 모아놓고 경기에 적응 못하고 있는 느낌 트레이드를 많이 해서 그런가,1
357,대한민국은 신기한 민족이다. 노래 잘하는 사람이 인구 5천만에 5천만 되는 것 같다ㅋ 자존심만 강해서 남들과 타협도 못 하는 성질의 민족성. 역시 개개인은 뛰어나구나ㅎ,1
358,홍어야,0
359,베충이 시 무룩 ㅋㅋ,0
360,거 예비 며느리가 빚 청산해 주구 시 부모한테 이 쁨 좀 받자 ㅋ,1
361,눈빛이 소름 돋는다는 거.. 나 만 못 느끼나.... 당연히 사람이 말하면 쳐다볼 수 있는 거 아닌가.. ?,1
362,아저씨 3명이 서 우리 지은이 여기저기 어루만져주겠네 ㄷㄷㄷ,0
363,안 하는 게 정답이다 괜히 사진 올리고 악플 달리고 머리 아프,1
364,어째 정용화보다 팬이 적은 거 같다? 하긴 빅뱅 감투 내려놓고 솔로 앨범 내니깐 개망했었지.... 역시 지디와 아이들이였음...,1
365,이 친구 암은 다 나 앗나?? 옮으면 큰일인데..,0
366,웹툰보다 기 괴하고 재밌어용,1
367,기안 하차하면 진짜 얼마 안 가서 나 혼산 폐지 수순 간다 ㅋㅋㅋ 지금 거의 유일하기 웃기는 출연자 아닌가,1
368,네이버 좆 선일 일베 징글징글,0
369,누가 보면 셜리가 살해된 줄 ㅋㅋ좃 무현 자살 찬양 좌빨 방송국 수준하곤 ㅋㅋ 자살한 것들은 욕 먹어도 싸다,0
370,게리가 두 명이네??,1
371,이건 혈액암이기 때문에 맞는 항암제를 찾아도 재발률이 높고 악성이라 생존률이 희박함,1
372,쪽바리 고 홈,0
373,AV도 가능할려나 ㅋㅋ,0
374,의 새 새끼들 다 기 어 쳐 나왔네디비자 고 새벽같이 일어나 일해라 노예 놈들아,0
375,오왕...... 박효신 몇 번째 억닥 위로 꿀꺽 한 거에는 반대 이야기도 들어야 한다고 해놓고 60만원에는 씹선비 기준 적용하는 고 보소 ㅋㅋ 니도 꼭 겪어보길 바람,0
376,화장지웠구만 뭘 원래 순한 인상인데 눈 화장 때문에 쎄보인 것 순둥한 얼굴임,1
377,그럼 땅에 뭍으라고??? 뭐 어떻게 하라고 저런 덴 쓰레기 수거를 안해 병신아,0
378,킬링타임용 ㅎㅎ 원작 안 보고 보는 게 더 나을 듯 합니다 저는 원작을 보고 봐서 그런지 스토리가 크게 감흥 있진 않았어요,1
379,한편의 영화를 보는 듯한 느낌을 주었습니다. 앞으로 이러한 다큐 많이 찍어주시면 감사하겠습니다. 정말 감명 깊었습니다 감사합니다.,1
380,이윤성 하고 윤소이 섞어놓은 듯이 뻐요이쁜 사랑하세요,1
381,지들도 비틀즈한테 회사 이름이랑 사과 로고로 상표권 침해 소송 당해놓고서 이제는 역으로 중소기업들 쥐잡듯이 잡고 있네,1
382,오진영 인턴기자님께서 잘못하셨네요,1
383,웹툰 작가들 하나같이 쓰레기 집단이냐 ㅡㅡ,0
384,얘네 언제 망하는 거야? 이제 눈 좀 그만 버리고 싶다.,1
385,내 글을 유일하게 이해 한 새끼가 나타났네,0
386,예뻐요~ 울 집도 저렇게 꾸미고 싶당,1
387,인사는 무슨 인상만 존 나 쓰는 데,0
388,구땨 그 시절은 원피스가 아니라 그냥 투니버스 그 자체였어.. 그 세대라면 투니버스가 책임졌던 세대야.. 반박 불가,1
389,설현이 떨고 있다... 아니겠지 아닐 거야 그것만은 안돼,1
390,안 궁금해 E뇬ㅇr,0
391,그냥 하면 된다 무슨 발표고,1
392,애들아 배불렀단 다 시청률 0점대 가즈아,1
393,와~~거의 영화네 여~~정신적 육체적으로 거의 철인이십니다 존경!!,1
394,살이 너무 쪘다,1
395,남들 다가는 군대 ㅈㄴ시끄럽네ㅠㅋㅋ,0
396,꽃뱀들 본보기로 처형해라,0
397,미친 놈들이네..,0
398,이때 다 싶어서 편 피노들 활개치고 다니네 ㅋㅋ,0
399,남자는 어릴수록 단단하니 맛있음. 25살 넘으면 철 지난 크리스마스 케잌처럼 흐물거리기 시작,0
400,아주 하다 하다 별ㅈ1ㄹ을 다 떨고 있네,0
401,보지마 조언 필요 없어 게 세 끼들아,0
402,코로나보다 더 지독한 이번 정권의 온갖 만행과 불법 행태로 전 국민은 홧병에 죽을 지경. . .,1
403,눈 코 입술 가슴 올튜닝 ㅠㅠ,0
404,이혜성이 훨씬 아까 움 엄청 어려 보이는 데,1
405,얘 말하는 거 너무 커 여웡.. 입에 내꺼 물리고 시펑,0
406,누명 아니고 강기사 아저씨 다 예 아빠 칼로 찔러 죽임 무슨 누명이야 다 예가 강기사 아저씨 칼로 찔러 죽일 듯,1
407,테이프로 봄 여름 가을 겨울을 듣고 또 들었던 사람입니다 아픔없는 곳에서 편히 쉬세요,1
408,소 확행을 택한 현 명함을 응원합니다~,1
409,붕신 같은 정책들,0
410,머리에 밀웜을 꽂고 다니노,0
411,어떻게 저리 고급지냐. 얼굴이,1
412,아고 잘생겼네~동생은 오데 있떠 ~아빠한테 슈ㆍ 돌나가자고 떼써~ㅎ,1
413,ㅈ같이 생겼다 진짜,0
414,음식물 들고 가지 마세요 들 고 가 서 먹는 순간 내용을 이해할 수 없습니다.,1
415,그래도 삼성 부장 정도면 연봉 몇 억씩 받았을 텐데 그리고 퇴직금도 오지게 받았을 텐데 그거로 차라리 일용 잡부 뛰면서 한 달에 200 정도 생각하고 나머지 돈으로 생활비 쓰지뭣하러 떡볶이 집 오픈해서 고생하시냐.... 진짜 장사로 투자1.5억해서 1.5억 본전만 찾아도 다행인 시대 다게 이들도 만약에 퇴직금 다 해서 현찰 2억 정도 있으면 그 돈 생활비로 야금야금 쓰고 일용 잡부  뛰거나 아님 뭐 월급쟁이 마트 직원 그런 거라도 해라어 지간해서 사업하면 돈 까먹고 싹 다 망하는 세상임,0
416,미친.....,0
417,신호 안 받다가 뒤졌음 좋겠냐?,0
418,개세이들,0
419,실제로 보면 이 쁘겠지???,1
420,몸조심히 잘다녀와 기 다 릴께,1
421,돈 많은 건 인정하지만 키라도 크 던지? 김건모와 그 어머니는 눈 좀 낮추셔야 장가갑니다,0
422,별 그대의 신성록이 너무 타격이 커서 나긋한 목소리가 어색해..,1
423,찌질이들 보기 싫음 안 보면 될 것을 보면서 찡 얼대네 모지리들 ㅋㅋ 왜사냐 모지리들아 ㅋㅋ,0
424,문재앙은 언제 죽냐 범죄자 ㅅㄲ들이 명줄은 길더라,0
425,대표님 시 중 토마토 파스타소스 먹으면 항상 시큼하고 맛있지 않더라구요 ㅠㅠ 레벨업 할 수 있는 팁 궁금해요!!!,1
426,저게 어떻게 홍콩 영화냐 시 발ㄴㅋㅋ,0
427,페미 새끼들은 초중고딩이 다 들어다 볼 수 있는 카페 게시판이나 트위터에 다가 아이돌 실명 언급하면서 ㄸㄲ충 만들고 능욕에 능욕에 고문까지 다 시키던데 이게 여 혐이라고 하면 진짜 머리 빻에 총 맞아야 한 다 그런 거 봤으면 진작에 남 혐이라고 차단했어야 하는 거 아닌가?ㅋㅋㅋ 여혐이라는 단어를 구사한다는 거 자체가 정신병이다,0
428,나는 쌈디가 더 재밌던 데,1
429,페미 망할 놈들,0
430,와 시 발난 작년에 30됫는데 좆소에서 나랑 1살 위 새끼한 테 20대 초반 후임 갈구는 거 마냥 진짜 날 모자른 새끼처럼 갈궈서 빡치고 퇴사하고 1년 가까이 히키 생활 중인데 시 발 니 글 보니까 진짜 생각할수록 좆 같다빡대가리에 남 눈치 존 나보고 피해의식 쩔 고 나이는 똥꾸 멍으로 보고 사람들은 첫 인상부터 날 만만히 보고 쉬펄..친구도 찐 따밖에 없도 모 쏠아 다 일 게이라서 씹쫒같노 평생  이렇게 비참하게 살다 뒤 지겟 다이기,0
